ev_id,ntsb_no,latitude,longitude,flt_plan_filed,flight_plan_activated,regis_no,dprt_apt_id,dest_apt_id
20010423X00796,CHI01FA117,435657N,0883329W,NONE,N,N888SM,OSH ,OSH 
20010423X00798,LAX01FA145,314533N,1102510W,NONE,N,N116CD,TUS ,ABQ 
20010423X00803,DEN01FA088,392938N,1011805W,NONE,N,N2PZ,GWS ,BOI 
20010424X00806,NYC01LA095,392230N,0783130W,NONE,N,N974CA,4G7 ,FDK 
20010424X00809,MIA01FA126,260455N,0800757W,VFR ,N,N4103R,KFLL,MYGF
20010425X00811,IAD01LA043,414001N,0811149W,NONE,N,N8081Q,LNN ,2G1 
20010425X00812,NYC01LA105,373011N,0770731W,NONE,N,N20AK,W96 ,W96 
20010425X00814,ANC01TA047,620844N,1635600W,CVFR,N,N6476H,KOT ,MOU 
20010426X00819,NYC01LA101,410857N,0812452W,NONE,N,N6359Y,BKL ,1G3 
20010426X00820,NYC01LA106,413500N,0834748W,NONE,N,N2429B,PTK ,TOL 
20010426X00822,NYC01FA102,382454N,0852516W,NONE,N,N95655,LOU ,
20010426X00823,LAX01LA157,321500N,1100600W,CVFR,Y,N215M,TUS ,P33 
20010426X00824,LAX01LA156,381817N,1212547W,NONE,N,N806EH,SAC ,Q53 
20010426X00825,LAX01LA155,333138N,1121743W,NONE,N,N66033,AJO ,GEU 
20010426X00826,LAX01LA151,331609N,0114840W,NONE,N,N5377M,CHD ,
20010430X00833,IAD01LA046,381810N,0772013W,NONE,N,N40066,CHO ,GED 
20010430X00834,FTW01FA101,293200N,1001800W,NONE,N,N4312G,SAT ,DRT 
20010501X00840,MIA01LA130,294124N,0821618W,IFR ,N,N6585A,BKV ,GNV 
20010501X00842,CHI01WA123,242937N,0393335E,UNK ,N,N700AS,,
20010503X00862,MIA01LA135,345053N,0822100W,NONE,N,N86217,KGMU,KLKR
20010503X00864,NYC01LA111,421103N,0732411W,NONE,N,N44DK,9D4 ,GBR 
20010503X00865,MIA01WA132,701300N,0093800W,VFR ,Y,,SVSA,SVCS
20010503X00868,MIA01LA137,270418N,0822625W,VFR ,Y,N876BB,KOPF,KVNC
20010503X00870,MIA01WA133,352839S,0591631W,IFR ,Y,,,
20010503X00873,FTW01LA112,303723N,1041502W,VFR ,Y,N6388F,VHN ,MRF 
20010504X00875,IAD01LA045,391905N,0751222W,NONE,N,N9174G,N73 ,7NJ9
20010504X00877,NYC01FA109,413125N,0711659W,IFR ,Y,N55588,UUU ,FDK 
20010504X00885,FTW01FA104,292321N,1005632W,IFR ,Y,N80Q,SAT ,DRT 
20010507X00889,MIA01WA138,175416N,0625037W,UNK ,N,,TFFG,TFFJ
20010507X00890,IAD01LA048,443903N,0732805W,IFR ,Y,N974FE,PLB ,ABY 
20010507X00892,FTW01FA115,292600N,0923000W,VFR ,Y,N917AL,368 ,7RA 
20010507X00897,LAX01LA153,334900N,1163000W,NONE,N,N32MJ,PSP ,
20010507X00901,SEA01LA084,453705N,1162805W,CVFR,N,N35854,8S4 ,
20010508X00902,FTW01FA111,300856N,0953034W,IFR ,Y,N16CG,CXO ,ALM 
20010509X00907,MIA01LA139,272942N,0802205W,VFR ,Y,N8664U,EYW ,
20010509X00910,ANC01TA049,584037N,1563857W,CVFR,N,N745,PACD,PANC
20010509X00911,ANC01TA048,611031N,1495945W,NONE,N,N4793C,PAMR,Z41 
20010509X00912,ANC01LA050,615900N,1462700W,NONE,N,N6912M,CKU ,BGQ 
20010509X00913,ANC01LA051,631953N,1490738W,NONE,N,N8401J,PAMR,PAFA
20010509X00914,ANC01LA052,594201N,1563900W,NONE,N,N91303,ILI ,
20010509X00915,ANC01LA053,600851N,1641724W,VFR ,Y,N4089W,BET ,CFK 
20010509X00919,ANC01LA054,602834N,1510157W,NONE,N,N5530T,,PASX
20010509X00920,NYC01LA115,405329N,0782253W,NONE,N,N51104,1PS4,1PS4
20010509X00922,LAX01LA141,351150N,1160441W,NONE,N,N51DA,CNO ,0O2 
20010510X00924,ANC01LA055,644849N,1475135W,NONE,N,N3143A,PAFA,
20010510X00926,LAX01LA169,383443N,1222607W,NONE,N,N26560,SCK ,2O3 
20010511X00930,IAD01LA050,391747N,0801341W,NONE,N,N78521,NONE,CKB 
20010514X00932,IAD01FA053,375704N,0785302W,NONE,N,N7680J,JYO ,P15 
20010514X00933,IAD01LA054,413521N,0754521W,NONE,N,N434DJ,1N9 ,9N3 
20010514X00934,WAS01RA005,153506N,0992647W,NONE,N,,,
20010514X00935,LAX01LA164,391912N,1200837W,NONE,N,N6425N,OAK ,TRK 
20010514X00936,LAX01LA165,381341N,1222600W,NONE,N,N838KC,0Q3 ,
20010517X00948,WAS01WA007,175700N,1005500W,VFR ,Y,,UNK ,MMZH
20010517X00950,NYC01LA116,422352N,0705159W,IFR ,Y,N3558G,ACK ,BVY 
20010517X00951,ANC01LA056,624711N,1642946W,CVFR,Y,N4375B,KSM ,ENM 
20010518X00952,IAD01LA055,384815N,0760408W,NONE,N,N135GB,MTN ,ESN 
20010518X00953,NYC01FA123,402420N,0784839W,NONE,N,N7064X,JST ,JST 
20010518X00955,LAX01LA167,373934N,1220720W,NONE,N,N757XS,HWD ,
20010518X00956,LAX01LA177,385338N,1195943W,NONE,N,N464SR,TVL ,RHV 
20010518X00957,LAX01FA160,325717N,1114601W,NONE,N,N521A,CHD ,
20010518X00958,LAX01LA176,404528N,1221924W,NONE,N,N21911,NONE,Q83 
20010518X00959,LAX01LA175,340939N,1114312W,NONE,N,N281C,INW ,
20010518X00960,LAX01LA174,343410N,1173320W,NONE,N,N7605,0CL1,
20010518X00963,LAX01LA173,335711N,1172600W,NONE,N,N1159J,RAL ,RAL 
20010518X00965,LAX01LA171,365336N,1212436W,NONE,N,N4009B,RHV ,3O7 
20010518X00966,LAX01LA170,362200N,1145500W,NONE,N,N465C,VGT ,
20010519X00967,LAX01LA172,324401N,1171138W,IFR ,N,N999GP,LAS ,SAN 
20010521X00972,FTW01LA122,323415N,0973513W,NONE,N,N77241,50F ,50F 
20010521X00977,DEN01FA096,382750N,1071029W,NONE,N,N6002H,APA ,
20010521X00978,DEN01FA098,350513N,1032113W,IFR ,N,N221CH,TUS ,ASG 
20010521X00979,NYC01LA121,413430N,0732736W,NONE,N,N33907,11N ,11N 
20010522X00980,MIA01FA140,181545N,0654931W,NONE,N,N404BA,STX ,SJU 
20010522X00983,DEN01FA094,402723N,1065240W,IFR ,Y,N948FE,CPR ,SBS 
20010522X00984,FTW01FA116,294419N,0994540W,NONE,N,N8246M,AUS ,49R 
20010522X00990,SEA01FA085,422220N,1225222W,CVFR,N,N105RH,MFR ,MFR 
20010522X00993,SEA01FA089,472800N,1224208W,NONE,N,N111PH,BFI ,
20010522X01000,SEA01WA097,160900S,1452200E,UNK ,N,,,
20010523X01002,MIA01LA025,304528N,0813344W,NONE,N,N3079Z,4J6 ,
20010523X01010,LAX01FA186,361242N,1151144W,NONE,N,N9820R,VGT ,
20010529X01020,IAD01LA058,395940N,0753500W,IFR ,N,N4783M,N99 ,RDG 
20010529X01021,NYC01WA129,532100N,0062900W,UNK ,N,,,
20010529X01022,NYC01FA122,383806N,0784044W,IFR ,Y,N948CG,MRB ,HKY 
20010529X01023,NYC01FA128,423508N,0705528W,NONE,N,N8365M,BVY ,
20010530X01024,FTW01LA130,292134N,0991036W,NONE,N,N9875E,HDO ,5R5 
20010530X01025,FTW01LA131,304044N,0974046W,NONE,N,N5447J,HUT ,AUS 
20010530X01027,WAS01RA008,095709N,1184709E,VFR ,Y,,,
20010530X01028,LAX01LA184,342555N,1165516W,NONE,N,N1606B,GEU ,APV 
20010530X01035,LAX01FA178,325944N,1163933W,VFR ,Y,N8NV,NZY ,L54 
20010531X01039,FTW01FA127,325347N,0975245W,IFR ,Y,N1419D,CLT ,DFW 
20010531X01040,FTW01FA129,361313N,0951847W,NONE,N,N9915X,H71 ,H71 
20010531X01041,FTW01LA128,335652N,0983657W,NONE,N,N197DB,F14 ,
20010531X01042,ATL01FA059,352643N,0852724W,NONE,N,N3370J,JWN ,1A3 
20010601X01048,IAD01WA060,522830N,0132430E,UNK ,N,,,
20010601X01050,NYC01FA127,404834N,0730511W,NONE,N,N270TC,HTO ,ISP 
20010601X01053,LAX01LA191,344356N,1120206W,CVFR,Y,N506ER,PRC ,P52 
20010604X01070,LAX01LA185,375938N,1220341W,NONE,N,N3170Z,C83 ,CCR 
20010604X01071,LAX01LA183,343927N,1122518W,NONE,N,N7421C,PRC ,PRC 
20010604X01072,LAX01LA180,320600N,1105646W,NONE,N,N8524Y,AZ67,AZ67
20010604X01073,LAX01LA181,200500N,1552000W,CVFR,Y,N2479S,KOA ,KOA 
20010604X01074,LAX01LA188,341556N,1100020W,NONE,N,N214DW,CG2 ,SOW 
20010605X01079,ANC01LA057,633000N,1621600W,VFR ,Y,N756DJ,5S8 ,WBB 
20010605X01080,ANC01IA058,594100N,1615300W,CVFR,Y,N917AC,PTU ,BET 
20010607X01088,MIA01LA150,272942N,0802206W,NONE,N,N6067A,FD30,
20010607X01089,LAX01FA201,361242N,1151145W,CVFR,N,N209TA,GCN ,VGT 
20010607X01091,LAX01LA197,383513N,1210577W,NONE,N,N4848L,O61 ,1O3 
20010607X01092,LAX01LA195,394600N,1215900W,NONE,N,N6902K,,
20010608X01103,NYC01LA137,425746N,0704943W,NONE,N,N877CG,NONE,7B3 
20010608X01108,DEN01LA106,393303N,1043020W,NONE,N,N83GT,NONE,NONE
20010608X01113,ANC01LA059,595700N,1625200W,CVFR,Y,N1750U,BET ,DUY 
20010608X01114,ANC01LA060,612600N,1503530W,NONE,N,N150PL,PALH,
20010608X01115,ANC01LA061,613701N,1491853W,NONE,N,N8054X,PABV,0AK1
20010608X01116,ANC01LA062,600100N,1484000W,CVFR,Y,N225BL,SWD ,SWD 
20010608X01117,ANC01LA064,611122N,1495702W,VFR ,Y,N98426,Z41 ,Z41 
20010608X01118,ANC01LA063,644700N,1483306W,NONE,N,N9311T,ENN ,AK28
20010608X01120,SEA01FA100,443800N,1170011W,CVFR,N,N8529Q,BKE ,
20010608X01122,SEA01LA102,474730N,1184600W,NONE,N,N7155K,,2S8 
20010608X01126,SEA01FA106,472835N,1125148W,NONE,N,N2564M,3U7 ,HLN 
20010608X01129,MIA01FA152,352944N,0885414W,IFR ,Y,N31XL,MAW ,FTY 
20010611X01138,ANC01LA065,561300N,1600400W,VFR ,Y,N4659C,AKN ,SDP 
20010611X01142,DEN01FA105,324535N,1054828W,NONE,N,N11ZQ,ALM ,
20010612X01151,DEN01FA111,404630N,1072210W,NONE,N,N5999V,2V3 ,BJC 
20010612X01152,MIA01LA155,360013N,0753957W,NONE,N,N1670U,KFFA,
20010612X01153,MIA01LA156,344402N,0793959W,VFR ,Y,N3066G,INT ,
20010612X01156,IAD01LA061,415817N,0735146W,NONE,N,N25SV,NY94,NY94
20010613X01161,FTW01LA139,301845N,0953520W,NONE,N,N210BK,6R3 ,NONE
20010613X01163,WAS01WA010,390000S,1744600E,VFR ,N,,,
20010613X01164,MIA01FA151,350105N,0803712W,IFR ,Y,N4780H,CLT ,OAJ 
20010613X01165,LAX01LA206,405348N,1174821W,NONE,N,N7783K,S33 ,WMC 
20010613X01166,NYC01LA138,415910N,0763354W,NONE,N,NONE,N32 ,N32 
20010613X01168,LAX01FA200,215700N,1593300W,CVFR,N,N1109V,PAK ,
20010613X01169,LAX01FA199,341535N,1165225W,NONE,N,N5413S,L35 ,L35 
20010613X01171,MIA01LA153,340840N,0871940W,NONE,N,N9565,3M2 ,
20010613X01172,NYC01LA143,381558N,0772658W,NONE,N,N114YK,W66 ,EZF 
20010613X01173,MIA01LA159,343446N,0840114W,NONE,N,N43466,9A0 ,
20010613X01174,MIA01LA160,362254N,0755006W,NONE,N,N314FR,ORF ,7NC2
20010614X01177,ANC01LA066,625210N,1604434W,CVFR,N,N25BA,,K40 
20010615X01183,CHI01LA158,365422N,0940046W,NONE,N,N2402F,M58 ,
20010615X01184,MIA01LA158,253852N,0805349W,NONE,N,N64429,TMB ,
20010615X01185,MIA01WA157,233500N,0751500W,NONE,N,N4926N,MYCB,MYLS
20010615X01186,MIA01LA161,344402N,0793959W,NONE,N,N12483,3A4 ,
20010618X01188,FTW01LA142,323445N,0964308W,NONE,N,N820B,HOU ,LNC 
20010618X01195,MIA01FA162,260402N,0800900W,IFR ,Y,YV2466P,SVCS,KFLL
20010618X01196,LAX01FAMS0,331104N,1172643W,NONE,N,N8253W,L65 ,POC 
20010619X01203,LAX01FA212,350952N,1113821W,IFR ,Y,N424E,ADH ,FLG 
20010619X01204,CHI01MA163,384901N,0973847W,IFR ,Y,N333CG,EWK ,SLN 
20010619X01205,DEN01FA113,352734N,1060602W,IFR ,Y,N187AF,3MY ,SAF 
20010619X01207,IAD01LA063,381336N,0853948W,VFIF,Y,N9773U,LOU ,
20010619X01209,FTW01LA144,294710N,0945207W,NONE,N,N6353B,NONE,
20010621X01227,MIA01FA163,301716N,0892207W,NONE,N,N4734R,,
20010621X01230,ANC01LA070,690700N,1512800W,VFR ,Y,N6295H,SCC ,BRW 
20010621X01231,ANC01LA068,600737N,1492508W,NONE,N,N95274,5KS ,PAWD
20010621X01232,ANC01LA069,611113N,1495755W,NONE,N,N9704D,Z41 ,
20010621X01233,CHI01FA180,435244N,0911524W,NONE,N,N301FM,LSE ,
20010621X01234,CHI01LA173,401824N,1000943W,VFR ,Y,N494SP,PMV ,AFF 
20010621X01238,NYC01FA147,430102N,0723903W,NONE,N,N7106T,VT43,3N3 
20010621X01239,FTW01LA149,333811N,0952702W,NONE,N,N8209Q,NONE,
20010622X01241,MIA01FA165,355513N,0754150W,NONE,N,N11912,MQI ,
20010622X01243,LAX01LA214,345055N,1114719W,NONE,N,N4299Q,SEZ ,FFZ 
20010622X01244,LAX01LA210,351335N,1122919W,NONE,N,N4805,WHP ,NONE
20010622X01245,LAX01LA209,341525N,1112922W,NONE,N,N4338B,FFZ ,PAN 
20010622X01246,CHI01LA183,363300N,0894000W,NONE,N,N91966,PVT ,
20010625X01252,LAX01LA211,372542N,1220128W,NONE,N,N4467V,NUQ ,
20010626X01254,ANC01LA071,581118N,1572252W,NONE,N,N8096V,PAKN,PAII
20010626X01255,ANC01LA072,564500N,1325600W,NONE,N,N61AT,PSG ,PSG 
20010626X01256,IAD01FA066,385912N,0783802W,NONE,N,N58963,CXY ,TRI 
20010627X01261,NYC01FA145,363051N,0884317W,NONE,N,N82562,NONE,NONE
20010627X01262,IAD01LA069,415454N,0704300W,NONE,N,N131HH,PYM ,PYM 
20010627X01263,NYC01LA144,402210N,0744736W,CVFR,Y,N555LH,PHL ,JRA 
20010627X01267,CHI01LA167,412359N,0884734W,VFR ,N,N30EA,9D9 ,8N2 
20010627X01270,LAX01LA217,385729N,1210400W,VFR ,Y,N2572N,FAT ,AUB 
20010627X01271,LAX01LA223,391344N,1210019W,NONE,N,N84V,O17 ,O17 
20010627X01272,LAX01LA221,381200N,1221600W,NONE,N,N1409V,SAC ,APC 
20010627X01273,LAX01LA216,332700N,1114300W,NONE,N,N891CP,FFZ ,FFZ 
20010627X01274,LAX01FA208,205258N,1565754W,VFR ,Y,N319FC,HNL ,JHM 
20010627X01275,LAX01FA207,375300N,1211429W,NONE,N,N70SL,SCK ,SCK 
20010627X01276,LAX01LA203,382200N,1204700W,NONE,N,N4235H,Q68 ,O70 
20010628X01285,MIA01LA174,260909N,0814632W,NONE,N,N1887S,APF ,KAPF
20010629X01290,FTW01FA151,345221N,0954652W,NONE,N,N3962H,MLC ,NONE
20010629X01291,IAD01LA067,405515N,0745145W,NONE,N,N4797,JY24,NY94
20010703X01301,LAX01LA219,354022N,1203737W,NONE,N,N8724F,PRB ,
20010705X01306,NYC01LA157,383513N,0774240W,NONE,N,N25846,W66 ,
20010706X01315,NYC01LA160,382024N,0753042W,NONE,N,N1968N,SBY ,SBY 
20010706X01318,LAX01LA226,320658N,1105628W,NONE,N,N311X,40E ,TUS 
20010706X01319,LAX01LA220,414653N,1222805W,NONE,N,N4427M,SIY ,SIY 
20010706X01320,LAX01LA218,324934N,1165821W,NONE,Y,N711MH,SEE ,SEE 
20010706X01322,LAX01LA213,341148N,1181805W,NONE,N,N3937U,WHP ,WHP 
20010706X01323,LAX01LA230,395003N,1192115W,NONE,N,N8638V,NV23,
20010706X01324,LAX01LA228,390804N,1215405W,NONE,N,N2236F,,13Q 
20010708X01327,ANC01GA075,600000N,1564256W,CVFR,Y,N7050,JZZ ,ILI 
20010708X01328,ANC01LA074,602900N,1510200W,NONE,N,N73CC,,
20010708X01329,ANC01LA078,613500N,1490533W,NONE,N,N6881B,PAQ ,PAQ 
20010709X01331,IAD01LA074,413035N,0741552W,NONE,N,N2437P,MGJ ,MGJ 
20010709X01335,IAD01LA071,410200N,0811000W,NONE,N,N2242P,NONE,
20010709X01336,IAD01FA070,410532N,0734202W,IFR ,Y,N13VH,AIY ,HPN 
20010710X01342,NYC01LA154,411447N,0714659W,CVFR,Y,N4063R,BID ,GON 
20010710X01344,SEA01WA125,493900N,1451600E,IFR ,Y,N660NR,RJCH,UHMM
20010710X01354,ANC01TA076,642001N,1485101W,CVFR,Y,N5017H,,
20010710X01360,LAX01LA225,355651N,1145140W,CVFR,N,N72218,1Z1 ,61B 
20010710X01361,LAX01LA227,363946N,1213623W,CVFR,N,N2269A,SNS ,
20010710X01362,LAX01LA229,363959N,1192659W,NONE,N,N376FW,O32 ,
20010711X01365,LAX01LA239,415856N,1143949W,NONE,N,N246RV,7S3 ,06U 
20010711X01375,SEA01LA126,450800N,1151903W,VFR ,N,N349X,S67 ,
20010711X01376,LAX01LA231,360200N,1145600W,NONE,N,N737SH,61B ,VGT 
20010711X01377,WAS01RA012,173000S,0683000W,VFR ,Y,,,
20010712X01387,NYC01LA153,430652N,0744038W,NONE,N,N5265T,ROC ,ROC 
20010712X01396,LAX01LA232,373934N,1231054W,NONE,N,N4052K,OAK ,HWD 
20010712X01397,ATL01LA077,272738N,0812054W,NONE,N,N3395H,SEF ,SEF 
20010712X01398,ATL01LA078,283000N,0804700W,IFR ,Y,N3239T,SOP ,TIX 
20010712X01399,LAX01IA241,352601N,1190325W,NONE,N,N808NH,BFL ,BFL 
20010712X01402,NYC01FA158,385542N,0755959W,NONE,N,N526GC,ESN ,
20010712X01403,ANC01LA077,614527N,1500310W,CVFR,Y,N364Y,UUO ,SKW 
20010712X01404,LAX01LA224,332737N,1114342W,NONE,N,N7336Q,FFZ ,FFZ 
20010712X01405,ANC01LA073,591309N,1351815W,NONE,N,N9581W,,PAHN
20010712X01406,ANC01LA079,614527N,1500310W,NONE,N,N4989A,UUO ,WAS 
20010712X01407,ANC01LA082,621914N,1500537W,NONE,N,N43143,PATK,
20010712X01408,ANC01LA083,601000N,1615048W,CVFR,N,N43551,PAGH,PABE
20010712X01409,ANC01LA081,635200N,1521804W,IFR ,Y,N401LC,ANC ,MHM 
20010712X01410,ANC01LA080,612716N,1445944W,NONE,N,N5429D,CVD ,PAQ 
20010713X01415,NYC01LA165,415432N,0704343W,NONE,N,N3042M,PYM ,LWM 
20010713X01419,IAD01LA076,385702N,0781701W,NONE,N,N113RM,FRR ,
20010713X01420,NYC01FA169,395654N,0744957W,NONE,N,N9616U,PNE ,VAY 
20010713X01421,FTW01LA159,324654N,0980337W,NONE,N,N50FG,MWL ,F55 
20010713X01422,FTW01LA163,293022N,0952837W,NONE,N,N2118D,AXH ,
20010713X01427,LAX01FA236,335700N,1172700W,NONE,N,N64580,CNO ,RAL 
20010716X01432,NYC01LA166,412136N,0700048W,IFR ,Y,N760EA,BOS ,ACK 
20010716X01434,MIA01LA182,262242N,0800627W,NONE,N,N3054J,BCT ,SFB 
20010716X01435,MIA01LA181,281723N,0812613W,NONE,N,N720BF,ISM ,
20010716X01439,ANC01LA086,592800N,1361000W,UNK ,N,N46326,JNU ,
20010717X01447,ATL01LA071,275600N,0822059W,NONE,N,N1235L,X49 ,
20010717X01448,ATL01FA082,344000N,0851000W,NONE,N,N71917,0A5 ,
20010718X01455,ANC01LA067,650156N,1484921W,NONE,N,N4468Z,,PAFA
20010719X01457,CHI01FA206,370915N,0942605W,IFR ,Y,N91WC,L75 ,JLN 
20010720X01466,ATL01IA083,350208N,0895807W,IFR ,Y,N189FE,MEM ,IND 
20010720X01467,MIA01LA186,285840N,0822150W,NONE,N,N1777W,7FL6,5FL7
20010720X01468,FTW01LA165,331031N,0974942W,NONE,N,N8454W,WEA ,DUC 
20010720X01469,MIA01LA185,354500N,0805700W,NONE,N,N8861E,14A ,
20010723X01470,MIA01LA190,180027N,0660400W,NONE,N,N4305C,,
20010723X01471,DEN01LA125,443955N,1090806W,CVFR,N,N2128Z,NONE,
20010723X01475,NYC01LA183,432350N,0702820W,VFR ,N,N3680U,B19 ,HPN 
20010723X01477,NYC01LA174,422739N,0713106W,NONE,N,N9133D,SWF ,6B6 
20010723X01482,LAX01LA246,360451N,1150907W,NONE,N,N4326H,FUL ,LAS 
20010725X01506,IAD01LA079,402135N,0741509W,NONE,N,N2313,2N8 ,
20010725X01509,WAS01RA016,010000N,0780000W,IFR ,Y,,,
20010725X01512,LAX01LA256,373345N,1190241W,NONE,N,N736YR,VNY ,MMH 
20010725X01513,LAX01LA255,374045N,1211759W,NONE,N,N5015V,SCK ,1Q4 
20010726X01518,CHI01FA209,444936N,0932724W,NONE,N,N3214L,FCM ,
20010726X01520,CHI01FA231,382605N,0940633W,NONE,N,N17301,,
20010726X01521,CHI01FA220,444924N,0932929W,IFR ,Y,N2HW,FCM ,ABR 
20010727X01534,IAD01LA085,434606N,0712312W,NONE,N,N4352V,5M3 ,5M3 
20010727X01535,FTW01LA166,331706N,0973700W,CVFR,Y,N313LS,TE43,NONE
20010727X01538,NYC01LA188,390505N,0764533W,NONE,N,N52266,FME ,
20010727X01543,IAD01LA078,433421N,0712508W,NONE,N,None,LCI ,LCI 
20010727X01544,LAX01LA259,384327N,1204512W,NONE,N,N8962V,CMA ,PVF 
20010727X01547,LAX01LA244,380900N,1210000W,NONE,N,N104BD,061 ,061 
20010730X01551,NYC01LA184,435915N,0700609W,VFR ,Y,N488SD,LEW ,IZG 
20010730X01553,MIA01FA193,354327N,0822040W,NONE,N,N396PM,AVL ,2NC0
20010730X01554,MIA01FA192,331818N,0810632W,NONE,N,N5058S,99N ,73J 
20010730X01556,CHI01FA233,404256N,0884550W,NONE,N,N27AP,11LL,OSH 
20010730X01557,CHI01FA218,425650N,0875348W,IFR ,Y,N1448Z,CWA ,MKE 
20010731X01558,ATL01LA088,355509N,0754144W,NONE,N,N102WS,,
20010731X01559,ATL01LA089,291804N,0810649W,NONE,N,N448ER,ORM ,
20010731X01560,ATL01FA093,334300N,0855245W,NONE,N,N56920,ANB ,
20010731X01561,ATL01LA086,181847N,0651815W,NONE,N,N1278V,CPX ,CPX 
20010731X01562,ATL01LA091,361800N,0870400W,NONE,N,N3221X,TN77,
20010801X01571,MIA01LA198,260909N,0814632W,NONE,N,N944AC,APF ,
20010801X01572,MIA01LA199,310717N,0840736W,NONE,N,N8358G,,
20010801X01573,FTW01FA171,335837N,0941429W,NONE,N,N8324Z,HSD ,ELD 
20010801X01574,IAD01LA082,392204N,0750420W,NONE,N,N4662Q,MIV ,WWD 
20010801X01576,MIA01LA197,312200N,0851836W,NONE,N,N7202E,0J6 ,
20010802X01585,IAD01FA086,424804N,0741539W,NONE,N,N1049Y,NONE,
20010802X01588,LAX01LA263,341203N,1191226W,VFR ,Y,N67418,IFP ,WHP 
20010802X01589,LAX01LA265,342000N,1171937W,VFR ,Y,N5346W,RDD ,L26 
20010803X01590,NYC01LA190,413622N,0794431W,NONE,N,N3919C,6G1 ,
20010803X01591,NYC01LA192,400537N,0813505W,NONE,N,N6790,CDI ,
20010803X01593,NYC01FA189,421017N,0724226W,IFR ,Y,N3DM,ACK ,BAF 
20010803X01600,LAX01LA264,335522N,1182007W,NONE,N,N131LH,ALS ,HHR 
20010803X01601,MIA01LA204,313300N,0844500W,NONE,N,N6816Q,,
20010803X01602,CHI01FA234,380024N,0885655W,NONE,N,N235LA,H96 ,ASW 
20010803X01603,LAX01FA253,345465N,1163488W,NONE,N,N25063,CNO ,PSP 
20010803X01604,LAX01IA262,335700N,1182440W,NONE,N,N953SD,KLAX,KLGB
20010806X01605,MIA01WA203,231000N,0820600W,NONE,N,N734SP,MTH ,
20010806X01606,MIA01LA201,301640N,0814821W,NONE,N,N89803,23J ,
20010806X01607,SEA99FA176,475108N,1162831W,NONE,N,N714UZ,SFF ,
20010806X01608,SEA01FA145,470700N,1221700W,NONE,N,N3479W,1S0 ,1S0 
20010806X01609,LAX01LA260,351413N,1203832W,NONE,N,N2903N,SBP ,SBP 
20010806X01612,LAX01LA266,350831N,1114027W,NONE,N,N17FR,FLG ,FLG 
20010806X01613,LAX01LA267,333737N,1115400W,NONE,N,N3532T,SDL ,SDL 
20010806X01614,LAX01LA268,405300N,1174800W,CVFR,N,N90191,NONE,
20010806X01615,LAX01LA269,392900N,1234700W,NONE,N,N28882,048 ,8Q3 
20010807X01617,MIA01FA206,320953N,0804401W,IFR ,Y,N1VY,SAV ,HXD 
20010807X01621,DEN01LA130,382958N,1064804W,NONE,N,N401TA,GUC ,AUS 
20010807X01625,DEN01FA133,410143N,1112313W,NONE,N,N533WW,RKS ,ENV 
20010807X01626,DEN01FA135,425931N,1042149W,NONE,N,N7182N,LSK ,3V5 
20010807X01627,MIA01LA209,354547N,0805719W,NONE,N,N96064,SVH ,
20010808X01630,MIA01LA208,302210N,0872612W,NONE,N,N112MD,83J ,
20010808X01631,MIA01LA207,333757N,0835058W,NONE,N,N3467E,PDK ,
20010808X01635,DEN01LA137,384517N,1094517W,NONE,N,N8431A,FMN ,CNY 
20010808X01636,DEN01LA132,392041N,1083614W,VFR ,Y,N114SA,SLC ,GJT 
20010808X01638,DEN01LA139,385612N,1043400W,NONE,N,N3338P,00V ,
20010809X01646,CHI01FA244,435922N,0883609W,NONE,N,N325HP,,OSH 
20010810X01651,NYC01LA196,405809N,0750009W,NONE,N,N6121S,1N7 ,1N7 
20010810X01652,NYC01FA193,393849N,0835117W,NONE,N,N727AF,FFO ,
20010810X01653,NYC01FA201,442104N,0683943W,NONE,N,N80195,07B ,07B 
20010810X01654,FTW01LA175,360820N,0954929W,NONE,N,N525Z,1H6 ,
20010810X01656,NYC01LA195,420129N,0705017W,NONE,N,N9515H,28M ,PYM 
20010813X01662,IAD01LA090,383513N,0774240W,NONE,N,N66FW,W66 ,W66 
20010813X01663,IAD01LA087,424938N,0742414W,NONE,N,N92SB,PEO ,1B1 
20010813X01666,IAD01FA089,391105N,0764039W,NONE,N,N89FB,MTN ,BWI 
20010813X01668,NYC01LA200,410742N,0742045W,NONE,N,N4915L,4N1 ,4N1 
20010813X01676,MIA01LA202,304342N,0811718W,,N,N41EH,SAV ,SGJ 
20010813X01678,ANC01FA084,660339N,1512000W,VFR ,Y,N9237E,FAI ,FAI 
20010813X01679,ANC01LA085,613432N,1493243W,NONE,N,N78254,Z16 ,Z16 
20010815X01687,MIA01LA211,325757N,0825011W,IFR ,Y,N899RW,DBN ,OKZ 
20010815X01694,FTW01LA179,291321N,0994504W,NONE,N,N55VW,UVA ,
20010816X01695,CHI01FA270,383243N,0895007W,IFR ,Y,N2417F,SPI ,STL 
20010816X01698,MIA01LA215,320740N,0811208W,NONE,N,N4916N,KSAV,KSAV
20010816X01699,DEN01LA145,443655N,1090656W,NONE,N,C-FBTW,NONE,
20010816X01701,FTW01LA182,292013N,0982816W,NONE,N,N1234X,SSF ,SSF 
20010816X01702,DEN01LA146,391148N,1061509W,IFR ,Y,N994JT,KASE,KDDC
